dates,nzd0330-0000,nzd0330-0001,nzd0330-0002,nzd0330-0003,nzd0330-0004,nzd0330-0005,nzd0330-0006,nzd0330-0007,nzd0330-0008,nzd0330-0009,nzd0330-0010,nzd0330-0011,nzd0330-0012,nzd0330-0013,nzd0330-0014,nzd0330-0015,nzd0330-0016,nzd0330-0017,nzd0330-0018,nzd0330-0019,nzd0330-0020,nzd0330-0021,nzd0330-0022,nzd0330-0023,nzd0330-0024,nzd0330-0025,nzd0330-0026,nzd0330-0027,nzd0330-0041,nzd0330-0042,nzd0330-0043,nzd0330-0044,nzd0330-0045,nzd0330-0046,nzd0330-0047,nzd0330-0048,nzd0330-0049,nzd0330-0050,nzd0330-0051,nzd0330-0052,nzd0330-0053,nzd0330-0054,nzd0330-0055,nzd0330-0056,nzd0330-0057,nzd0330-0058,nzd0330-0059,nzd0330-0060,nzd0330-0061,nzd0330-0062,satname
2016-04-21 21:54:24+00:00,346.5688889,349.9154545,354.2823077,352.02,352.0054545,359.8954545,360.6254545,352,354.7523077,351.6766667,349.5966667,345.6266667,345.77,343.07,342.8788889,342.4388889,343.6688889,344.74,347.8654545,339.6354545,341.2654545,342.2166667,341.8366667,339.8623077,337.4066667,338.2754545,340.4154545,345.65,336.19,345.9057143,332.48,340.5157143,335.53,333,319.88,332.6057143,346.12,345.6957143,346.35,337.4033333,363.81,369.51,355.4433333,346.5833333,335.4257143,350.5633333,352.0233333,355.6357143,347.73,348.19,L8
2016-04-28 22:00:13+00:00,,,,,,,,,,,,,,,346.0122222,347.6722222,348.6322222,344.96,341.6736364,339.3536364,337.5636364,339.0666667,334.8666667,334.1369231,330.4066667,330.1836364,336.3036364,346.89,336.62,345.7128571,338.31,342.8628571,331.87,333.48,322.77,332.8628571,355.16,345.6728571,345.63,355.6333333,369.14,379.86,356.9933333,352.7633333,344.1628571,355.1633333,365.1833333,363.3228571,350.34,355.54,L8
2016-05-07 21:54:27+00:00,,,,,,,,,,,,,,,343.7166667,344.1166667,342.1466667,341.04,338.51,334.29,341.2,339,340.32,339.5130769,335.47,336.96,336.78,345.56,335.68,345.6614286,329.38,337.4314286,332.1,332.19,321.05,334.1314286,345.01,346.9014286,346.54,338.34,365.05,367.35,352.8,345.69,332.2614286,347.18,350.34,356.8414286,348.52,347.27,L8
2016-05-23 21:54:05+00:00,326.5722222,342.7718182,352.5338462,339.44,355.5418182,354.4818182,340.9818182,,336.7038462,340.5966667,339.4966667,338.8866667,335.39,332.04,333.1322222,331.4922222,332.1722222,327.06,326.5118182,323.4218182,317.7218182,313.4866667,313.5166667,301.6538462,290.2066667,291.7018182,292.1918182,291.86,328.43,332.5557143,327.22,330.5657143,322.83,325.42,312.01,319.3757143,325.49,330.4157143,336.93,329.0833333,353.24,353.78,344.9833333,336.3633333,333.8457143,336.9833333,349.7033333,348.5657143,339.36,344.24,L8
2016-06-07 22:03:11+00:00,340.6444444,,,,349.8663636,355.0463636,349.0463636,,341.6169231,345.0033333,342.3533333,338.8633333,333.41,329.75,332.3344444,330.3244444,331.0144444,,,332.3763636,330.3963636,326.2433333,329.4233333,327.1169231,319.9333333,323.6763636,330.4763636,326.95,330.81,336.3742857,326.71,,,331.53,324.4,329.5242857,349.53,337.9142857,350.76,354.9666667,368.81,368.8,359.7666667,355.1966667,,,361.6466667,355.0742857,355.29,353.58,L7
2016-06-15 22:00:21+00:00,354.2166667,348.12,353.0230769,350.4,357.33,360.77,357.79,355.09,355.8230769,360.18,354.43,346.82,342.57,337.58,344.5066667,341.9166667,341.8666667,337.78,333.75,334.32,328.84,332.71,331.38,333.3230769,325.48,325.95,329.31,333.71,331.47,343.0014286,329.5,342.1114286,333.45,331.92,322.44,334.4814286,341.25,348.9314286,343.89,341.7,368.38,368.89,354.54,346.82,331.5214286,349.95,351.93,355.2514286,349.13,348.37,L8
2016-06-16 21:57:01+00:00,350.2055556,350.1045455,350.6192308,,350.6545455,,,,,,,339.5066667,333.12,327.89,330.9655556,333.3555556,337.7555556,340.58,336.3645455,335.1345455,,,,,,345.5045455,349.6145455,344.76,,,,,,,,,,,,,,,,,,,,,,,L7
2016-07-01 22:00:30+00:00,350.43,346.0454545,347.6476923,347.6,347.4154545,354.7154545,349.2754545,349.13,349.5576923,355.83,347.23,340.37,339.46,337.91,341.14,339.47,340.43,345.76,340.0754545,337.0354545,334.5954545,332.01,336.27,332.1776923,329.13,333.5354545,326.5854545,340.99,333.93,343.26,331.37,342.41,334.53,340.75,319.78,336.64,,347.08,345.32,,379.8,371.75,362.83,361.47,343.52,350.31,362.08,360.85,357.41,366.37,L8
2016-07-25 22:03:15+00:00,,,,,,,,,,,308.9766667,,308.82,312.7,326.4655556,327.6855556,329.5755556,,,,324.6372727,326.6466667,319.8266667,315.9692308,314.4066667,312.8072727,322.5172727,333.18,333.24,341.55,330.58,335.73,,,321,324.14,344.7,340.63,341.26,346.1933333,371.21,367.54,355.4233333,,,,,,,,L7
2016-07-26 21:54:52+00:00,346.3733333,348.7190909,345.1307692,353.08,347.8990909,361.0790909,347.8990909,351.68,351.5807692,356.45,340.57,335.73,336.93,337.73,337.9633333,339.3733333,342.3333333,343.1,341.7790909,340.5590909,336.9890909,337.03,331.93,325.9307692,327.42,324.2290909,338.5690909,335.41,338.29,352.4428571,338.93,343.6528571,333.08,336.34,335.09,330.3928571,352.92,345.0628571,352.48,364.08,373.18,379.19,362.71,353.97,349.3128571,358.56,368.38,360.7628571,353.88,363.32,L8
2016-08-11 21:54:30+00:00,354.98,357.4927273,350.9992308,351.13,356.1127273,356.6327273,358.1627273,360.97,355.7992308,351.58,352.28,348.51,346.69,348.04,346.87,349.44,349.96,352.66,346.8427273,349.1427273,344.2627273,343.09,335.77,340.3892308,334.1,329.0127273,328.0627273,332.2,333.37,344.6728571,334.34,349.6028571,332.66,336.82,331.52,334.8028571,360.47,352.4128571,351.7,355.91,373,378.05,365.13,360.07,343.1828571,353.58,363.96,360.0128571,359.41,,L8
2016-08-27 21:55:02+00:00,338.8333333,346.0181818,342.2938462,341.26,347.6981818,357.4081818,360.7781818,347.8,340.2138462,340.04,342.68,327.96,324.86,323.18,332.3833333,326.7033333,335.9633333,338.94,338.2681818,332.5281818,335.9381818,343.17,334.86,330.0238462,330.29,340.3281818,345.3481818,345.96,334.96,343.2714286,332.94,341.8514286,336.36,333.29,322.06,333.8214286,348.35,349.5214286,350.36,343.72,370.12,377.55,358.95,353.13,339.0214286,352.31,358.37,363.7114286,353.67,350.26,L8
2016-09-11 22:03:21+00:00,336.4011111,,,,340.2090909,346.0990909,342.4390909,338.04,334.7792308,338.0333333,335.0433333,335.0633333,331.5,317.42,319.6611111,324.5411111,,,,320.6790909,326.9290909,327.9533333,319.0733333,319.8792308,323.0633333,327.8190909,327.3890909,328.43,323.53,330.2885714,328.83,,,326.64,320.55,329.5185714,346.36,346.9785714,343.21,341.1866667,366.08,369.04,351.6066667,349.2766667,,,354.9966667,352.2585714,342,343.73,L7
2016-09-12 21:55:06+00:00,,,,,,,,,,,,,,,329.7344444,334.7444444,346.0744444,347.88,343.0709091,342.3309091,350.1009091,348.3933333,336.1333333,341.6584615,339.9033333,347.1409091,342.5009091,340.9,343.07,351.8285714,333.24,349.0985714,336.59,340.3,329.55,338.9785714,356.86,351.6685714,355.74,347.7566667,373.38,380.08,362.1966667,357.7966667,343.2385714,358.8066667,364.7866667,365.5685714,356.3,355.74,L8
2016-10-30 21:54:49+00:00,334.4422222,333.8563636,342.8753846,348.67,346.1263636,360.8463636,352.7063636,341.99,344.9853846,339.9466667,344.6366667,346.2666667,337.16,335.56,326.7522222,332.0322222,337.3222222,338.99,331.9663636,336.0463636,338.2963636,340.5666667,333.1966667,335.2253846,332.1766667,330.1063636,331.8263636,329.09,333.07,346.57,325.75,342.53,332.34,336.12,325.91,327.86,346.13,344.58,346.45,340.0233333,360.4,364.32,353.9333333,348.2133333,332.19,350.5933333,353.1433333,356.6,351.84,347.92,L8
2016-11-15 21:55:12+00:00,330.5444444,336.2281818,341.3792308,346.4,341.8381818,355.2381818,350.4881818,347.22,346.0592308,344.6733333,349.1533333,347.2433333,341.85,337.62,333.1444444,332.5944444,340.6544444,344.94,339.0581818,339.1981818,338.3581818,336.7233333,331.8233333,337.6592308,329.8033333,334.6981818,335.0281818,333.63,331.12,342.4857143,325.53,335.0557143,323.57,330.74,319.11,322.1257143,338.44,341.6657143,344.53,339.0266667,359.3,361.51,344.9966667,341.6466667,328.0857143,341.0366667,347.9466667,347.1957143,346.04,342.94,L8
2016-11-22 22:00:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.7,345.3942857,333.81,342.1442857,327.41,332.88,328.63,327.8142857,351.85,342.2142857,353.49,341.07,372.97,375.24,359.2,348.26,343.3842857,346.88,359.1,354.3742857,347.31,354.77,L8
2016-12-16 22:03:04+00:00,333.9422222,332.0472727,339.0023077,343.53,341.3972727,339.4872727,338.3572727,,342.8323077,,,,316.61,321.2,333.3622222,334.3022222,332.7122222,319.64,322.6772727,322.0772727,322.3272727,321.6366667,,,,,,,326.44,337.8914286,329.01,334.6914286,326.61,325.24,317.63,324.7614286,338.04,,,,370.18,364.97,354.2633333,346.0133333,337.0214286,349.4133333,359.2933333,355.0514286,344.01,351.29,L7
2016-12-25 21:56:50+00:00,333.5044444,340.6318182,351.5446154,350.21,345.4318182,348.8018182,,,,,,,332.99,328.86,328.1144444,332.3944444,335.6244444,332.88,331.0318182,326.0918182,,,,,,,326.5918182,326.53,,,,,,,,,,,,,,,,,,,,,,,L7
2017-01-09 22:00:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,320.5966667,307.9472727,312.1872727,315.38,328.03,342.9457143,330.78,338.8157143,331.91,339.48,318.54,327.6057143,342.98,340.8057143,343.17,337.6333333,369.27,373.1,360.5133333,354.1233333,330.5957143,351.8533333,358.3733333,355.8157143,347,358.96,L8
2017-01-17 22:02:45+00:00,342.9266667,341.5063636,341.2284615,352.6,349.7463636,349.3363636,347.1663636,,333.5484615,341.55,342.9,333.57,,,,332.8366667,332.2466667,324.9,332.9663636,332.1663636,333.6263636,329.01,323.29,319.7784615,320.44,320.2863636,316.2863636,,,344.1985714,328.61,333.4885714,325.8,331.84,317.91,329.9085714,347.08,342.2385714,340.19,347.6,,,,353.88,343.9985714,358.71,363.95,360.5985714,350.73,353.66,L7
2017-02-02 22:02:38+00:00,343.4988889,354.6181818,354.3123077,362.23,357.0081818,354.8381818,335.7581818,337.67,344.2523077,349.8266667,357.7166667,349.5666667,345.6,,,341.6088889,341.8788889,339.59,336.5281818,342.8581818,341.2181818,337.7866667,329.1466667,319.7423077,321.2966667,325.9481818,323.6881818,,,,337.92,336.4442857,324.4,333.69,329.34,335.8642857,350.41,345.8442857,354.18,347.5633333,,,,355.4433333,345.9842857,361.4533333,367.6733333,363.2742857,351.26,356.12,L7
2017-02-11 21:56:23+00:00,,,,,337.8436364,344.6936364,338.8636364,,332.6207692,336.7033333,336.2633333,326.3133333,316.54,,,,,,,317.0536364,322.0236364,324.0133333,314.2933333,316.1207692,309.8533333,313.0036364,,,,,,,,,,,,,,,,,,,,,,,,,L7
2017-02-27 21:56:32+00:00,,,,359.81,363.5654545,369.1554545,359.5054545,357.41,355.2369231,355.1433333,354.0233333,348.7333333,,,,,,,344.7554545,338.7454545,337.7654545,335.1833333,336.5833333,335.4269231,333.0633333,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2017-03-30 22:00:14+00:00,,,,,,,,,,,,,342.43,339.25,333.5144444,331.0744444,338.7444444,341.54,340.1027273,338.3727273,340.6127273,,,,,,,,331.62,342.8057143,327.08,341.1457143,326.33,330.36,327.48,334.1457143,351.88,339.1757143,352.21,335.2566667,372.35,369.39,354.3066667,345.8566667,337.1557143,344.9566667,357.4466667,355.2757143,344.99,354.93,L8
2017-04-08 21:54:23+00:00,341.8411111,344.1981818,338.1223077,341.12,344.3081818,345.5381818,339.5181818,339.31,345.8223077,349.6733333,346.0033333,340.7733333,331.61,327.2,312.1111111,324.6111111,335.0711111,338.99,337.4181818,330.9881818,328.8281818,327.4433333,326.4833333,326.6623077,320.3733333,318.8981818,327.9281818,334.26,324.81,337.6071429,321.99,335.3671429,330.51,334.49,320.14,328.8171429,358.66,340.6671429,343.77,335.4266667,361.12,361.16,356.9666667,348.9766667,341.6071429,348.9866667,356.6366667,355.7471429,351.6,362.88,L8
2017-04-15 22:00:06+00:00,,,,,,,,,,,,,,,,327.67,323.9,320.49,325.5118182,328.8018182,316.5918182,319.65,314.02,314.8330769,315.07,322.9318182,321.2118182,323.19,320.79,330.7471429,319.31,327.8071429,317.43,319.98,308.69,321.9671429,337.46,334.0071429,332.01,326.79,360.16,364.62,348.48,338.86,329.9971429,341.42,353.34,349.8171429,340.75,339.56,L8
2017-04-23 22:03:03+00:00,336.7366667,338.6809091,343.2592308,349.02,348.4809091,343.4609091,346.7509091,338.96,342.3492308,339.12,338.57,340.26,335.56,,,,326.9866667,336.5,340.3409091,339.4209091,334.0509091,335.36,332.39,327.0392308,324.58,326.0809091,335.5509091,,,,325.87,332.5871429,329.01,327.44,316.17,329.4571429,,343.4871429,341.58,335.2,361.26,,,354.26,340.2571429,351.17,354.68,352.3571429,345.78,358.86,L7
2017-04-24 21:53:49+00:00,,,,,,,,,,,,,,,,,,,,,,,,315.0815385,315.43,315.8936364,331.7136364,341.49,323.74,337.1914286,319.74,331.5114286,322.42,325.32,313.67,324.3614286,341.88,334.2114286,337.42,329.08,348.73,355.53,354.76,340.67,332.0514286,345.32,345.64,,,,L8
2017-05-01 21:59:55+00:00,330.44,336.5209091,331.9669231,339.01,337.3309091,339.1709091,338.9909091,341.55,332.2369231,337.89,337.47,328.3,327.03,319.35,331.7,330.44,330.74,332.6,336.1409091,338.3709091,332.6109091,330.25,326.6,323.2169231,318.21,318.4809091,326.8709091,334.53,329.32,343.0114286,331.99,338.8314286,329.86,327.77,315.05,331.2714286,347.13,345.7514286,342.8,343.07,371.77,372.23,354.23,347.55,338.9314286,351.68,361.25,357.9414286,346.24,349.82,L8
2017-05-18 21:56:58+00:00,325.7733333,334.6,338.8469231,,341.77,,,,,,,331.25,326.87,325.62,333.9933333,330.8233333,331.0333333,339.71,338.14,337,,,,,,,328.87,340.91,,,,,,,,,,,,,,,,,,,,,,,L7
2017-05-25 22:03:10+00:00,336.5322222,340.9809091,350.7669231,,345.5509091,348.0809091,337.5409091,337.69,340.2169231,333.2166667,333.9066667,,,324.38,330.8522222,323.5822222,325.2822222,330.3,331.7209091,325.8509091,330.1609091,327.3066667,328.2966667,325.7169231,321.4866667,,,324.68,322.02,334.0342857,318.12,325.4642857,323.02,324.37,313.03,316.3142857,345.48,336.5842857,340.17,,,362.25,352.1133333,357.0333333,339.0342857,347.2833333,350.8833333,347.5342857,338.15,357.01,L7
2017-06-10 22:03:15+00:00,341.5022222,350.8190909,349.2346154,,344.0190909,343.1490909,339.8290909,338.5,336.5346154,334.9266667,,,,336.69,329.7622222,328.9822222,333.7122222,338.41,332.7290909,319.6390909,325.3590909,329.8466667,321.2866667,315.0846154,,,,329.33,327.05,334.4028571,322.24,330.9528571,322.65,315.72,310.19,318.8628571,330.83,333.2728571,,,363.69,359.5,349.6633333,341.7933333,333.4928571,342.4233333,346.7133333,348.3828571,334.36,342.29,L7
2017-06-11 21:54:09+00:00,348.8155556,357.7027273,352.9969231,351.36,350.7427273,349.9327273,351.1427273,349.63,343.9369231,342.2866667,345.0566667,344.1066667,342.91,336.45,337.7355556,328.0955556,327.3655556,343.14,332.6527273,335.8927273,335.4527273,341.3266667,331.9766667,326.7169231,327.5466667,331.5027273,338.1927273,340.71,329.76,341.37,323.05,339.53,325.77,328.66,322.4,323.89,348.18,344.17,347.12,345.2733333,364.59,368.91,346.8333333,352.7633333,335.08,349.2333333,357.0933333,353.74,351.05,351.36,L8
2017-06-18 22:00:22+00:00,350.2177778,352.2309091,348.9053846,351.75,343.9109091,342.2109091,345.6109091,346.42,348.2553846,352.0633333,351.1633333,346.4833333,343.03,335.47,334.5077778,332.6877778,337.2577778,339.06,333.3109091,338.3809091,343.1909091,337.8133333,338.5333333,331.4153846,333.3033333,327.8109091,339.8009091,345.91,333.04,345.5771429,331.89,343.4071429,331.17,334.79,325.39,331.1971429,352.84,345.4471429,349.64,349.8866667,370.88,373.29,358.7066667,355.6166667,339.5371429,347.3266667,360.2266667,361.2271429,350.36,354.62,L8
2017-06-19 21:57:06+00:00,,,,,,,,343.77,341.9415385,350.7333333,348.2333333,341.1033333,343.21,339.36,336.2077778,,,,,,,336.1633333,330.0533333,323.9115385,325.1833333,324.1518182,337.0618182,344.6,,,,,,,,,,,,,,,,,,,,,,,L7
2017-06-26 22:03:18+00:00,340.0088889,346.72,344.5746154,,347.39,336.06,334.48,333.69,340.3546154,338.5166667,334.4466667,327.9666667,,,328.6788889,334.0988889,338.7788889,340.74,341.01,337.94,330.97,327.6566667,323.0466667,316.3746154,321.1466667,320.34,,,,340.5657143,324.11,336.3657143,327.46,325.85,321.96,322.0957143,338.93,342.2057143,344.94,,,,356.8233333,346.8433333,342.0857143,352.1133333,357.0333333,358.0057143,342.06,350.73,L7
2017-07-04 22:00:26+00:00,317.3455556,332.8609091,336.8138462,,334.0809091,339.4509091,340.8309091,336.03,318.5338462,316.7666667,320.6366667,305.8066667,301.45,305.79,305.3455556,317.3755556,325.5355556,326.7,329.4209091,326.2009091,325.2909091,316.3566667,313.1866667,311.8238462,315.4466667,331.6509091,338.2609091,334.01,317.69,331.1928571,309.77,325.0028571,315.94,317.63,307.79,314.7428571,318.74,339.2728571,331.9,327.4933333,349.05,348.69,330.9233333,327.7033333,321.0228571,334.1833333,341.6933333,341.8428571,335.59,340.67,L8
2017-07-05 21:57:07+00:00,,,,330.39,340.8190909,346.0390909,341.3190909,342.41,339.5776923,333.0966667,331.6666667,321.3166667,,,,,,,328.5590909,326.4690909,328.6390909,327.4766667,323.9866667,323.3976923,326.9766667,341.2890909,,,,,,,,,,,,,,,,,,,,,,,,,L7
2017-07-29 21:54:25+00:00,315.0466667,317.9036364,329.7092308,336.19,330.0436364,,304.7136364,318.58,321.0092308,320.2,323.58,308.87,305.35,302.9,312.2966667,313.0066667,297.1066667,,324.7336364,318.8136364,320.2736364,309.47,307.95,307.0792308,315.67,324.9036364,323.5236364,318.34,325.39,335.5357143,321.83,327.6057143,321.21,322.24,309.58,319.3857143,339.54,333.3557143,337.02,330.76,358.45,361.53,349.53,343.25,328.8257143,343.01,353.84,353.4257143,340.31,339.08,L8
2017-08-06 21:57:05+00:00,345.6466667,,,,,,,,,,,,,,,,,,,,,,333.63,334.7738462,333.53,340.5472727,349.7972727,352.3,,,,,,,,,,,,,,,,,,,,,,,L7
2017-08-13 22:03:15+00:00,334.0166667,336.94,,,,,,,334.6538462,343.01,332.5,330.16,328.35,319.88,329.7266667,335.9166667,339.5266667,,,,345.35,336.8,332.39,334.7038462,336.26,339.81,341.85,338.3,334.75,339.5571429,327.5,,,,325.13,336.3671429,353.18,345.1771429,346.48,347.59,375.63,371.76,358.07,350.22,341.5871429,,,361.2271429,349.59,354.07,L7
2017-08-22 21:57:05+00:00,334.1611111,334.1272727,343.1861538,342.89,344.1172727,,,,,,,321.5633333,310.94,317.41,327.6911111,326.9911111,331.0411111,339.09,337.9972727,,,,,,,,331.5872727,333.26,,,,,,,,,,,,,,,,,,,,,,,L7
2017-09-06 22:00:45+00:00,332.1466667,334.6836364,338.7084615,342.17,344.2036364,348.5336364,345.1036364,338.96,332.9084615,334.73,330.86,320.39,321.81,320.04,324.1166667,326.4066667,334.8366667,346.75,340.5036364,355.0736364,339.9836364,340.08,326.05,338.3184615,336.75,334.6836364,322.5536364,327.78,335.16,341.96,326.92,335.51,332.65,329.89,316.28,322.92,343.36,345.78,337.03,337.17,361.12,364.99,347.68,345.04,327.85,347.88,350.9,354.66,344.45,344.26,L8
2017-09-14 22:03:14+00:00,337.1522222,343.2209091,347.1776923,354.9,356.6809091,369.6609091,366.2009091,,339.6076923,341.7366667,344.2066667,335.6666667,334.07,,,342.7722222,344.1222222,344.07,347.4809091,356.6709091,355.4109091,348.4566667,332.8066667,332.7276923,339.5266667,344.4409091,334.7809091,,,,336.51,346.26,,,,,,,,,,,,,,,,,,,L7
2017-09-23 21:57:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2017-10-01 21:54:42+00:00,328.0422222,327.2427273,336.83,343.99,349.2427273,351.2527273,343.4227273,340,337.52,333.4566667,332.1866667,317.6466667,318.23,323.75,327.1822222,326.4522222,329.9622222,337.71,338.5227273,344.4427273,346.3127273,339.9766667,329.9666667,324.88,326.9366667,333.9227273,335.9927273,332.7,336.66,343.3214286,328.8,339.3814286,324.53,333.46,319.46,329.1914286,348.39,344.7814286,348.73,339.5533333,363.53,365.89,345.7333333,346.0033333,329.7014286,345.0633333,352.4433333,354.5014286,348.15,345.11,L8
2017-10-16 22:03:17+00:00,324.1544444,330.0654545,,,,342.8054545,342.4454545,335.13,335.14,333.6433333,328.2133333,320.3533333,312.27,318.66,321.6044444,320.3444444,322.9244444,,,,335.9654545,335.1833333,328.4733333,331.21,328.4233333,325.6054545,327.5754545,327.75,329.31,336.5128571,322.65,333.1528571,,,314.73,326.4828571,345.48,343.0428571,344.59,335.1466667,366.95,374.13,355.8966667,353.3066667,339.2428571,,,355.1228571,349.82,356.64,L7
2017-10-24 22:00:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.9914286,329.48,343.7614286,328.72,334.28,325.73,329.6614286,355.85,348.4014286,358.84,343.3433333,381.99,377.5,362.7033333,353.0333333,349.5114286,355.7133333,367.1533333,360.4614286,349.22,355.9,L8
2017-12-03 22:03:07+00:00,327.5855556,338.4018182,337.89,342.59,344.7718182,343.4618182,340.1418182,,,,,330.1066667,323.34,318.22,315.9455556,319.5155556,327.8755556,329.78,333.9618182,333.8918182,328.8318182,325.7766667,,,,332.0618182,333.1018182,336.1,328.99,333.9885714,319.07,324.0885714,320.37,319.67,308.5,315.1185714,,,,328.0733333,351.2,345.53,342.7333333,329.8433333,321.2485714,335.8433333,339.8733333,340.1485714,334.56,,L7
2017-12-04 21:55:01+00:00,,,,,,,,,,,,,,,323.0144444,327.5344444,338.2844444,339.93,343.2181818,343.2081818,338.0981818,334.5833333,337.1933333,336.9592308,334.0533333,340.8481818,336.9581818,345.85,337.94,345.7657143,327.39,335.2857143,323.07,331.99,315.63,327.1157143,339.13,341.0957143,343.87,336.6666667,361.05,363.05,349.2666667,339.6166667,327.8257143,342.1666667,350.1566667,353.1657143,346.08,343.09,L8
2017-12-20 21:55:04+00:00,,,,,,,,,,,,,,,319.8922222,324.8922222,322.4722222,324.99,327.3545455,328.3545455,329.6745455,322.8966667,316.4366667,319.0930769,322.4366667,325.5445455,330.6845455,332.17,335.64,337.0285714,319.51,326.9485714,318.33,323.78,314.17,319.3385714,334.49,331.9085714,339.62,338.4933333,363.27,367.55,347.0833333,345.0933333,339.4085714,348.6033333,359.5433333,355.0585714,346.72,349.5,L8
2018-01-13 21:56:27+00:00,345.3833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2018-01-20 22:02:31+00:00,343.3011111,345.1845455,349.9176923,353.24,349.6345455,348.0545455,,,,346.2533333,338.8933333,338.1333333,331.74,333.98,336.4011111,349.5711111,348.8611111,354.81,354.4445455,355.7745455,,,,350.5976923,350.5433333,352.5345455,357.1645455,358.02,356.31,357.5342857,338.59,347.1342857,337.65,341.86,330.82,,,361.9942857,358.44,361.6266667,385.2,381.86,369.2666667,365.2266667,350.2942857,362.7166667,370.9666667,365.7542857,,,L7
2018-01-29 21:56:12+00:00,,,,,338.2563636,342.5163636,341.7263636,339.83,341.3561538,342.3033333,336.9133333,335.9133333,326.4,,,,,,,343.7263636,339.5963636,337.9133333,335.3533333,336.7061538,341.4133333,340.2563636,,,,,,,,,,,,,,,,,,,,,,,,,L7
2018-02-05 22:02:15+00:00,326.8833333,326.3318182,332.27,340.83,335.1918182,331.5818182,335.7018182,322.99,328.19,332.34,323.06,319.01,,,320.8633333,327.2533333,328.9633333,335.66,336.0918182,334.2318182,331.9818182,329,328.14,328.63,330.47,329.4518182,,,343.41,345.5157143,328.42,334.5357143,324.39,321.62,315.34,330.1557143,349.83,339.3157143,335.99,,,,356.43,347.42,341.1057143,352.28,363.58,349.2457143,347.18,350.46,L7
2018-02-14 21:55:59+00:00,,,,337.53,339.9645455,341.5845455,336.1645455,337.61,342.8492308,342.7566667,340.4266667,,,,,,,341.2,336.3245455,333.1645455,335.5745455,343.3066667,335.3066667,339.1592308,335.8366667,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2018-02-22 21:54:37+00:00,334.4488889,330.3054545,334.0330769,347.38,342.1554545,342.7654545,338.9954545,341.28,334.8830769,343.9466667,334.8566667,326.2566667,325.96,324.09,322.8588889,327.8388889,332.6788889,343.44,338.2654545,338.8154545,338.9754545,334.7066667,335.8366667,332.7330769,337.6366667,335.1354545,342.1854545,349.25,339.03,351.2114286,339.76,338.5914286,327.22,332.21,321.14,329.5114286,347.62,345.4314286,344.4,345.0133333,370.38,371.29,357.6233333,347.3333333,337.7514286,355.7033333,361.1833333,359.9214286,346.22,353.83,L8
2018-03-10 21:54:28+00:00,321.1666667,333.0154545,331.9115385,336.91,340.5754545,344.3554545,334.4954545,334.45,331.7015385,347.05,336.85,331.33,323.27,320.47,319.5366667,323.8666667,326.0566667,340.22,336.4954545,336.6954545,336.8354545,334.56,335.14,332.7115385,338.45,343.6954545,350.4554545,350.33,333.79,348.2471429,336.02,336.8371429,327.89,326.42,316.91,321.1671429,342.74,347.9871429,344.64,339.95,367.04,370.77,352.4,346.08,336.4471429,342.04,356.66,355.0771429,346.25,349.14,L8
2018-03-25 22:01:42+00:00,324.8677778,320.8309091,326.6853846,334.8,330.9809091,342.2509091,,,,323.8733333,326.3833333,307.8933333,307.58,313.12,313.7977778,319.7877778,319.6577778,329.96,332.8409091,336.5709091,,,,328.5653846,337.2533333,349.3409091,343.9409091,342.79,338.56,343.5471429,332.95,336.6571429,325.89,325.23,314.61,,,345.8971429,347.68,341.8366667,363.46,365.11,349.0866667,344.7666667,336.4871429,344.7066667,350.8066667,351.4071429,,,L7
2018-03-26 21:54:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.69,349.6442857,329.82,343.0542857,328.43,333.74,318.04,329.9842857,344.98,346.0842857,348.74,341.5366667,365.65,369.78,352.0466667,346.7866667,331.3742857,348.5166667,351.8766667,354.9342857,347.29,345.65,L8
2018-04-11 21:54:13+00:00,319.3711111,318.1572727,326.0861538,327.22,327.1872727,329.1572727,321.9172727,326.33,327.0261538,326.6533333,325.2333333,321.7733333,316.01,308.64,306.7511111,314.3711111,317.6511111,324.85,323.6672727,332.6472727,336.4672727,331.1033333,326.4933333,327.0061538,323.6233333,326.5072727,341.3172727,340.01,323.41,334.8614286,317.6,323.1714286,316.39,315.16,308.01,308.4514286,328.27,335.0214286,334.19,330.4966667,348.65,356.85,338.1866667,334.5466667,324.5114286,328.9066667,340.7766667,341.4914286,334.09,336.62,L8
