dates,nzd0121-0091,nzd0121-0092,nzd0121-0093,nzd0121-0094,nzd0121-0095,nzd0121-0096,nzd0121-0097,nzd0121-0098,nzd0121-0099,nzd0121-0100,nzd0121-0101,nzd0121-0102,nzd0121-0103,nzd0121-0104,nzd0121-0105,nzd0121-0106,nzd0121-0107,nzd0121-0108,nzd0121-0109,nzd0121-0110,nzd0121-0111,nzd0121-0112,nzd0121-0113,nzd0121-0114,nzd0121-0115,nzd0121-0116,nzd0121-0117,nzd0121-0118,nzd0121-0119,nzd0121-0120,nzd0121-0121,nzd0121-0122,nzd0121-0123,nzd0121-0124,nzd0121-0125,nzd0121-0126,nzd0121-0127,nzd0121-0128,nzd0121-0129,nzd0121-0130,nzd0121-0131,nzd0121-0132,nzd0121-0133,nzd0121-0134,nzd0121-0135,nzd0121-0136,nzd0121-0137,nzd0121-0138,nzd0121-0139,nzd0121-0140,nzd0121-0141,nzd0121-0142,nzd0121-0143,nzd0121-0144,nzd0121-0145,nzd0121-0146,nzd0121-0147,nzd0121-0148,nzd0121-0149,nzd0121-0150,nzd0121-0151,nzd0121-0152,nzd0121-0153,nzd0121-0154,nzd0121-0155,nzd0121-0156,nzd0121-0157,nzd0121-0158,nzd0121-0159,nzd0121-0160,nzd0121-0161,nzd0121-0162,nzd0121-0163,nzd0121-0164,nzd0121-0165,nzd0121-0166,nzd0121-0167,nzd0121-0168,nzd0121-0169,nzd0121-0170,nzd0121-0171,nzd0121-0172,nzd0121-0173,nzd0121-0174,nzd0121-0175,nzd0121-0176,nzd0121-0177,nzd0121-0178,nzd0121-0179,satname
2009-01-25 22:01:34+00:00,399.3857143,398.9257143,388.6666667,383.08,391.2,371.4066667,362.79,368.2466667,358.1757143,349.1157143,344.6957143,342.2466667,342.8066667,332.7566667,329.1257143,320.5157143,325.8066667,311.2366667,306.9257143,306.3557143,301.3866667,280.3657143,275.24,256.6311111,270.7457143,261.6857143,263.43,256.35,252.28,257.09,255.95,256.21,251.95,251.3757143,246.62,235.73,233.6311111,234.82,238.05,231.93,226.7311111,228.52,226,220.7311111,217.88,219.2657143,204.7011111,211.8811111,211.1,216.24,223.46,231.34,221.8211111,216.5411111,216.6111111,216.4211111,222.3211111,226.9711111,227.95,229.8311111,235.2711111,232.4111111,222.94,236.6811111,232.1811111,237.7111111,242.78,246.82,237.75,240.8111111,245.0111111,249.7311111,252.2011111,253.5511111,253.1511111,249.3811111,246.1211111,241.6,238.0911111,262.1311111,260.9011111,263.7911111,269.37,269.6954545,274.8,268.9754545,277.75,294.0811111,295.5911111,L7
2009-05-17 22:02:15+00:00,385.7771429,376.4971429,369.1066667,353.42,332.38,350.7766667,332.02,338.5366667,333.1371429,337.6671429,335.4471429,324.3866667,310.9966667,308.5166667,305.4471429,305.4971429,296.0966667,279.2366667,278.8471429,277.9371429,266.8266667,260.5671429,275.12,263.2911111,255.6671429,256.5971429,249.13,247.6,239.73,238.54,242.03,224.23,214.85,213.0171429,223.36,234.28,232.1111111,224.19,220.95,216.99,221.1311111,204.62,203.35,204.1611111,203.98,209.1671429,218.7611111,223.2111111,213.36,210.93,210.06,204.56,204.2111111,205.4311111,205.7211111,215.0011111,,218.0411111,221.19,,212.9611111,210.1011111,211.8,221.1711111,216.5611111,223.4011111,221.49,223.03,234.2,223.7411111,227.0911111,229.7911111,234.5211111,240.0311111,241.8311111,247.2711111,250.7511111,256.72,253.0011111,251.3411111,244.3411111,248.7611111,258.48,266.5181818,267.05,262.3581818,253.38,252.4711111,260.9611111,L7
2009-06-02 22:02:15+00:00,386.03,379.64,373.4066667,369.4,365.63,365.8566667,350.54,353.8966667,349.62,349.37,336.35,329.1466667,325.2566667,322.0066667,311.56,307.41,299.8566667,300.8066667,295.6,293.96,289.3266667,287.65,289.1,279.6711111,274.31,269.33,267.8,261,259.13,256.87,249.69,246.56,244.17,240.6,239.7,240.77,243.8511111,236.51,234.85,230.56,231.3711111,228.7,219.72,215.4811111,208.32,211.67,219.3411111,223.8611111,228.11,222.94,216.39,213.74,212.7311111,213.2611111,213.9611111,218.2011111,227.0811111,225.8711111,229.54,231.8911111,231.5511111,227.1411111,213.9,213.8611111,223.1511111,229.7111111,232.06,228.94,225.55,225.8611111,226.7611111,224.9111111,226.6211111,238.9811111,252.7411111,258.7011111,258.2711111,256.27,251.6211111,253.7911111,256.3111111,249.8411111,253.05,260.9809091,267.59,267.7709091,261.95,264.5411111,271.0111111,L7
2009-06-18 22:02:13+00:00,377.1114286,370.6214286,370.44,370.02,358.23,365.21,331.01,340.25,337.6314286,344.1214286,335.4814286,321.73,321,308.37,307.1014286,309.1214286,300.25,288.73,289.0314286,287.4514286,282.66,283.6814286,284.62,276.04,260.2414286,266.7914286,262.51,259.92,260.7,248.38,242.18,236.91,239.94,233.6114286,237.86,236.35,239.18,233.62,242.32,239.79,229.89,219.84,216.73,207.39,196.48,197.4514286,206.06,215.86,214.29,215.5,210.23,207.16,210.1,202.53,206.34,213.12,216.76,219.22,215.77,218.73,219.94,216.06,209.73,211.37,217.91,224.25,226.25,226,224.18,226,232.43,228.8,229,234.52,241.33,243.55,249.76,252.43,249.31,254.48,264.4,251.97,250.02,253.9918182,259.37,266.0218182,266.61,267.08,268.86,L7
2009-07-20 22:02:06+00:00,390.9157143,386.1757143,385.4933333,385.04,396.53,378.6833333,362.14,360.3433333,349.0757143,352.2357143,348.7057143,329.2933333,336.6833333,317.4633333,317.5557143,311.3557143,311.2633333,300.5533333,295.7357143,300.8257143,303.8633333,287.6657143,287.76,272.5188889,271.3157143,266.8457143,267.32,262.78,259.57,255.72,251.51,246.07,243.5,245.1557143,242.81,239.52,238.3888889,227.53,233.98,231.67,228.0088889,242.69,228.23,219.5188889,219.21,219.3157143,214.4688889,212.2788889,208.08,213.16,221.39,218.9,218.7188889,219.1888889,218.2888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2009-08-05 22:02:01+00:00,,349.4842857,,,,,,330.7466667,326.7842857,326.9142857,321.9242857,305.8266667,303.6366667,302.1666667,298.4642857,288.5942857,284.5066667,270.7566667,271.4342857,270.5942857,272.4866667,252.9142857,,234.1711111,243.0242857,234.8642857,248.41,244.24,239.43,236.04,236.2,222.94,222.23,233.6742857,226.46,223.3,210.8711111,204.43,203.49,206.07,198.4811111,204.78,199.9,195.7311111,200.11,196.2042857,191.4211111,191.7711111,195.12,209.35,212.65,211.82,208.0611111,200.3911111,197.2111111,195.1411111,194.5111111,206.7711111,198.98,204.2611111,208.7311111,208.1011111,204.05,208.7911111,213.2011111,220.9211111,221.22,223.42,221.58,220.5211111,224.8111111,228.7011111,220.6011111,220.8311111,221.2311111,224.6611111,233.9111111,232.86,239.2411111,236.6411111,233.9111111,243.0111111,242.86,241.0590909,246.36,246.5590909,254.01,257.6111111,264.8511111,L7
2009-09-06 22:01:59+00:00,426.63,415.37,412.6433333,403.72,410.6,393.9733333,381.6,381.7433333,371.16,369.14,356.22,342.5433333,353.1833333,344.3233333,343.41,334.44,337.4533333,,318.45,314.77,319.5133333,306.95,307.63,307.4888889,295.13,297.77,292.89,290.31,283.51,277.37,279.28,273.83,264.87,268.25,268.27,254.5,252.1688889,245.05,245.44,244.64,245.7488889,251.57,248.27,247.1388889,246.9,248.37,242.0288889,243.1588889,245.04,251.36,248.47,239.03,233.8988889,234.3388889,234.1488889,235.0488889,236.8188889,241.9988889,245.78,249.2188889,249.2188889,242.7488889,238.47,235.8088889,236.1688889,238.7188889,246.44,250.77,247.55,258.7088889,263.8988889,264.6888889,265.2588889,261.0788889,272.0488889,278.0288889,276.8588889,280.23,283.7688889,278.9188889,279.8088889,279.7488889,274.01,271.5236364,278.2,281.4536364,287.33,293.5988889,300.5688889,L7
2010-03-17 22:03:57+00:00,407.9885714,406.8085714,403.61,405.55,399.12,383.56,374.32,370.37,358.5085714,348.9885714,346.0485714,348.17,345.99,335.23,334.4085714,330.0585714,330,,318.7685714,311.1485714,315.82,305.7885714,305.87,288.59,286.3085714,283.0385714,276.9,276.6,279.95,277.16,275.1,257.34,252.49,252.4185714,250.12,245.2,239.39,236.32,240.84,242.29,239.51,239.23,232.4,227.86,232.99,239.0385714,238.66,234.85,236.99,234.55,234.37,236.22,233.41,236.89,237.02,240.44,232.06,229.77,227.96,230.97,234,239.84,237.98,239.93,239.52,242.62,244.57,250.05,241.86,245.1,255.55,262.72,260.54,262.41,261.5,258.62,261.82,257.87,264.07,266.31,274.59,281.58,280.68,276.8427273,280.66,277.0627273,276.62,283.07,285.33,L7
2010-05-04 22:03:59+00:00,384.65,389.25,383.21,377.28,,367.26,342.76,344.46,332.4,335.83,325,317.15,323.39,311.23,304.98,295.66,292.87,283.19,294.36,291.82,279.39,278.22,290.39,283.0566667,269.35,273.38,271.86,257.08,255.5,251.53,248.83,241.57,240.59,237.61,243.45,237.97,229.6066667,224.04,226.83,228.83,225.4766667,229.76,221.91,218.4266667,213.68,212.09,221.7566667,218.9266667,219.12,225.32,220.44,217.24,220.6766667,221.1766667,218.3166667,229.5166667,223.5766667,223.3366667,223.43,222.0466667,217.9466667,217.9366667,217.85,224.4866667,220.1066667,221.1066667,224.41,220.65,235.34,230.4866667,229.7266667,247.8766667,250.6466667,254.0966667,249.7266667,248.2066667,248.3166667,251.24,241.9466667,253.9266667,260.5066667,262.4466667,265.08,266.5336364,268.77,268.9736364,267.41,272.3766667,271.1566667,L7
2010-11-28 22:04:41+00:00,386.94,378.62,367.5566667,355.89,,334.8266667,327.17,325.1066667,326.39,328.61,339.1,339.3066667,322.9666667,321.4066667,322.3,310.61,300.7866667,294.8266667,285.42,279.01,274.2866667,290.64,284.97,276.6677778,281.78,270.53,264.42,257.22,249.77,252.64,245.16,245.99,248.91,239.11,238.91,237.64,232.2177778,247.79,239.78,223.51,224.4677778,225.6,229.78,231.1777778,233.48,225.18,223.1277778,225.3177778,222.04,216.15,216.03,218.33,224.6677778,226.5277778,230.3477778,226.9877778,226.9477778,222.2977778,226.19,231.4377778,236.5077778,230.6777778,231.69,229.3477778,234.3077778,234.2877778,229.37,229.9,232.72,235.6977778,241.7777778,245.8177778,245.7877778,238.6777778,234.8877778,232.8577778,251.6177778,246.14,250.5377778,257.0677778,258.1377778,259.1377778,262.68,260.6945455,264.56,270.7445455,279.42,279.6977778,279.9677778,L7
2011-01-07 22:01:44+00:00,421.5328571,415.7628571,406.7633333,403.52,399.41,382.1533333,374.39,368.6233333,366.1728571,368.7428571,361.3228571,364.3433333,361.7733333,356.0533333,353.1428571,349.3828571,345.5233333,336.3833333,326.2528571,321.6528571,324.3433333,314.8328571,309.73,301.8988889,307.4728571,304.2328571,299.79,294.33,286.03,280.55,276.3,271.92,266.21,265.5228571,262,259.79,258.9488889,264.21,261.81,260.85,252.5688889,254.94,255.67,257.2088889,258.4,260.7628571,250.4788889,246.7688889,249.74,253.38,253.65,249.69,245.3288889,245.4188889,245.5988889,245.8988889,245.5288889,248.6788889,250.39,250.2288889,252.4788889,256.0188889,252.63,253.9788889,260.8688889,264.0988889,269.33,267.17,259.72,253.0688889,254.0188889,260.2388889,267.4588889,268.8688889,263.8088889,259.4488889,263.0688889,272.52,284.1788889,286.7888889,285.6988889,283.9788889,284.67,284.2218182,281.16,277.8518182,282.26,292.6388889,298.6588889,L5
2011-04-13 22:01:34+00:00,415.24,407.67,399.6266667,382.14,380.06,379.4366667,374.72,371.1066667,359.75,353.47,341.1,327.8366667,332.8266667,325.5466667,325.54,323.33,324.3866667,319.9666667,315.43,311.59,305.8266667,301.34,296.41,292.6311111,276.76,273.89,271.02,263.25,264.76,267.98,271.7,269.93,265.61,245.31,245.81,245.25,243.2411111,239.99,239.24,239.66,243.7511111,246.64,248.89,246.0611111,237.07,233.85,238.4211111,240.1411111,234.99,236.01,239.96,242.36,237.3311111,229.3611111,235.6511111,233.8111111,239.8511111,243.3211111,246.97,245.2411111,244.1911111,238.9611111,247.94,250.8911111,243.8911111,246.6311111,250.21,251.08,253.12,249.9211111,250.6711111,251.7811111,254.6911111,255.9111111,257.9811111,258.4411111,258.1511111,256.57,258.2311111,267.9411111,271.3911111,275.6011111,275.97,278.5109091,280.71,281.9909091,288.17,285.7711111,288.1511111,L5
2011-05-07 22:05:25+00:00,399.3185714,401.2785714,389.39,373.66,361.35,348.46,340.16,344.68,343.1685714,337.4185714,343.2985714,334.39,326.53,323.68,321.6585714,320.1985714,310.32,307.52,306.1685714,298.3185714,296.85,292.5885714,281.39,274.2633333,264.0185714,268.6485714,269.7,269.96,263.97,262.36,260.82,258.74,250.77,255.6185714,249.7,241.33,239.8733333,232.97,232.24,231.85,231.5133333,238.83,236.58,235.6133333,236.33,232.1185714,235.3133333,237.4433333,241.83,231.31,224.39,225.23,227.7433333,228.3633333,233.1133333,233.7533333,240.1933333,240.2133333,237.1,238.8133333,233.3533333,234.6633333,237.24,225.6333333,253.3233333,243.9833333,247.92,250.3,242.51,244.3133333,252.3333333,251.1133333,253.3733333,253.5333333,261.4333333,263.1333333,255.0333333,250.66,256.9433333,256.6033333,,273.1533333,280.89,284.12,281.16,280.34,286.71,287.8133333,291.0833333,L7
2011-05-23 22:05:23+00:00,392.34,391.84,379.5533333,380.08,372.79,369.4733333,350.54,344.2233333,337.28,331.28,323.58,313.0033333,322.3033333,320.1333333,316.48,314.24,308.0833333,308.7333333,309.05,301.48,292.9133333,289.75,280.63,281.0755556,277.09,273.52,270.19,264.05,261.18,258.78,251.04,250.69,247.25,245.99,245.55,238.98,241.5355556,240.33,235.38,230.34,225.6455556,226.22,228.98,232.8255556,229.69,233,235.6055556,237.2955556,235.22,233.65,220.54,226.06,224.4355556,221.4055556,226.5555556,231.8055556,228.8355556,232.4055556,233.73,233.5555556,237.5255556,235.4355556,231.23,228.8155556,236.0955556,,,,,,,,,,,,,,,,,,,,,,,,,L7
2011-07-26 22:05:18+00:00,379.9557143,377.8357143,366.4366667,355.75,347.07,342.1266667,324.65,332.9766667,338.8657143,338.1557143,326.3557143,309.7366667,302.8866667,297.8066667,298.0057143,302.8757143,300.8566667,304.2766667,299.4057143,281.7857143,271.2266667,270.5857143,267.48,268.9744444,270.0357143,264.1057143,250.7,238.68,246.51,248.91,250.05,234.53,234.13,231.1357143,228.53,222.85,224.2944444,219.78,222.94,216.19,220.2444444,223.36,225.24,221.8444444,218.62,218.2957143,215.2344444,211.7744444,208.02,209.01,214.83,223.12,222.9144444,226.6144444,230.8844444,215.2144444,223.4544444,213.6144444,209.74,211.8544444,212.5544444,215.4444444,211.53,208.5744444,217.3344444,222.4444444,222.67,220.02,224.16,226.4044444,229.8444444,228.8744444,234.7044444,230.7144444,236.1744444,238.1244444,242.9644444,244.23,244.4244444,243.4244444,257.0244444,260.4344444,263.48,265.5981818,264.13,262.7881818,266.23,273.9944444,,L7
2011-09-04 22:00:27+00:00,402.6885714,391.8385714,381.8233333,369.95,,,,,,,,,,,,,,315.8133333,310.3485714,303.0285714,285.3133333,284.1385714,280.14,277.9488889,274.1185714,266.8785714,262,260.38,255.44,249.12,249.7,256.71,250.77,239.9385714,240.82,244.38,245.9688889,240.49,229.18,219.52,219.4188889,218.04,222.55,222.0388889,217.54,219.2085714,221.9388889,227.0488889,229.06,229.58,221.62,218.26,219.2888889,225.5588889,229.2088889,231.5088889,239.1388889,238.2788889,233.11,232.4588889,228.0188889,226.8588889,225.75,213.4288889,209.4088889,214.9788889,213.19,214.28,219.65,225.4288889,231.2588889,232.8488889,240.1888889,240.8788889,249.3288889,253.7688889,254.5288889,266.06,273.4188889,282.8788889,264.2188889,252.3188889,254.7,262.7436364,276.82,281.7436364,278.52,264.8788889,265.1788889,L5
2012-04-07 22:05:52+00:00,385.45,380,384.17,370.37,362.38,337.03,341.08,347.21,343.53,331.25,323.41,323.5,322.56,317.8,315.34,310.68,306.05,309,299.71,298.67,300.01,279.48,266.35,250.3433333,261.54,264.55,260.7,260.29,253.07,255.26,248.57,232.84,244.26,247.11,239.11,233.76,232.2233333,222.66,223.98,224.69,215.9633333,221.62,221.61,219.5333333,221,222.43,210.9833333,221.0833333,228.8,231.96,229.96,228.08,222.8133333,225.4333333,227.5833333,227.0133333,225.2033333,224.4333333,219.97,224.1133333,227.9933333,227.6333333,217.49,233.1333333,234.7433333,235.1433333,238.2,236.09,233.36,240.6333333,243.2433333,243.6433333,247.9033333,249.4833333,251.5333333,252.3833333,255.1733333,248.8,255.0433333,259.4433333,268.0833333,268.2633333,267.61,266.6254545,271.95,270.6354545,273.97,278.8333333,276.8033333,L7
2012-04-23 22:06:04+00:00,421.7457143,420.9857143,419.6,,,,,,383.7457143,374.2957143,363.1357143,356.68,348.42,346.32,343.9357143,345.7357143,,339.58,333.0657143,330.7357143,328.06,317.0257143,,302.71,,303.3657143,300.24,300.73,299.34,291.04,285.15,,271.77,272.9557143,268.8,264.11,263.63,,,264.66,,257.23,253.21,243.44,245.93,248.5457143,243.41,249.85,254,251.37,249.98,253.97,254.02,253.07,254.37,251.74,252.33,252.31,250.08,249.34,241.31,248.12,253.62,260.77,261.07,262.02,262.73,261.22,263.38,264.37,263.5,272.39,273.32,274.7,276.02,278.63,280.97,275.53,269.09,278.28,283.2,289.22,291.22,289.56,298.38,295.25,299.95,306.2,304.38,L7
2012-06-26 22:06:18+00:00,,,,,,,,,,,,,,,,,279.89,,,,,,,,,,,,,,,230.62,223.72,219.1071429,222.83,226.47,223.82,220.32,216.33,220.34,217.99,217.07,212.26,216.61,214.6,206.7171429,216.25,214.7,207.94,202.51,202.99,203.83,208.85,199.76,199.51,216.85,221.43,213.14,213.65,213.62,206.33,208.41,208.7,210.51,217.04,223.71,219.72,219.3,224,223.24,226.72,238.36,239.69,237.07,238.45,247.39,255.58,254.61,246.62,251.48,250.18,254.3,258.57,263.5527273,271.09,269.9227273,268.03,270.67,267.41,L7
2012-07-12 22:06:34+00:00,396.3371429,381.9371429,369.3233333,364.08,,364.2733333,353.27,353.6733333,356.6671429,347.5571429,342.6471429,334.5233333,327.9433333,319.9733333,313.9271429,314.5971429,311.7533333,312.3733333,311.5971429,314.6271429,305.3733333,298.4971429,297.93,281.8755556,266.8071429,270.6471429,272.83,271.72,269.73,266.91,255.71,254.38,248.97,247.9471429,241.5,243.85,250.8155556,248.82,243.35,245.65,240.6755556,238.16,234.92,239.2155556,227.17,232.3671429,234.0655556,241.9555556,231.7,223.04,208.41,209.47,221.0855556,229.1955556,236.0555556,235.6255556,239.6955556,242.0255556,236.23,246.2655556,240.0555556,229.4355556,213.1,218.1955556,227.5955556,247.4155556,255.69,247.34,241.34,241.6255556,241.9855556,244.9555556,256.5055556,261.4255556,254.4855556,273.7455556,,,,,,,,,,,,,,L7
2012-08-13 22:06:56+00:00,,,,336.86,317.86,318.6233333,321.34,324.2933333,324.1628571,320.0728571,306.9328571,,290.4733333,281.3133333,295.7028571,290.8128571,283.9533333,276.6833333,279.1828571,276.1128571,272.2933333,257.4528571,251.04,245.9222222,242.6528571,245.3428571,244.92,240.56,233.68,233.67,232.54,222.75,217.8,216.0928571,218.58,212.25,211.6122222,210.97,215.22,212.8,203.5722222,203.28,204.48,206.4522222,206.47,215.6328571,218.4122222,214.3822222,209.16,202.71,202.98,197.24,195.9922222,200.7922222,203.1822222,204.8522222,205.8922222,204.8822222,202.6,197.1222222,200.7322222,211.4222222,210.59,216.0722222,216.8122222,211.9822222,218.91,217.74,208.91,203.6622222,205.0722222,209.9122222,219.0222222,221.9922222,234.0822222,223.2422222,235.2822222,246.14,244.6622222,252.2822222,249.9322222,246.9422222,241.22,242.4090909,256.09,255.6690909,252.33,259.8622222,262.7222222,L7
2012-09-30 22:07:25+00:00,386.3028571,384.1328571,373.7233333,357.75,354.32,334.7233333,342.03,343.9733333,342.9828571,341.3628571,337.0528571,336.7433333,328.2433333,331.8033333,316.4628571,312.5428571,310.8733333,303.5833333,290.5528571,291.0428571,300.1933333,289.4128571,278.45,271.0388889,275.8728571,275.3428571,266.3,257.13,249.39,249.52,247.14,246.77,250.91,253.3828571,244.57,240.41,238.9888889,240.17,233.03,233.95,227.5188889,226.54,227.16,220.5188889,233.47,234.1428571,228.1188889,223.3088889,223.08,226.37,223.81,223.19,222.1988889,228.0288889,227.6388889,217.3888889,218.4088889,221.7088889,222.27,225.4988889,234.8588889,233.2588889,232.19,234.3188889,234.9888889,234.6588889,237.54,239.26,236.67,242.6688889,240.9188889,242.5188889,243.1488889,244.7588889,243.2288889,249.6288889,258.9388889,253.71,259.2288889,263.2388889,259.7688889,258.5188889,260.38,259.6563636,263.91,269.7963636,273.17,279.8188889,282.8688889,L7
2012-10-16 22:07:34+00:00,395.19,391.4,388.6266667,384.72,377.04,347.9566667,359.17,357.9566667,347.82,345.25,339.41,338.0066667,338.7966667,344.3766667,332.55,323,322.6666667,313.4566667,305.78,306.64,309.8266667,298.6,287.83,278.6477778,285.12,283.7,274.93,270.27,257.84,253.45,248.63,246.6,243.5,246.59,243.45,246,245.6277778,245.49,249.04,246.3,237.0377778,234.95,239.06,240.0277778,239.25,242.89,232.7177778,228.9477778,233.89,235.1,232.6,228.3,222.1577778,225.9777778,226.0577778,227.5277778,228.7577778,226.8877778,234.94,236.9577778,241.3777778,244.5977778,239.84,244.3177778,243.8677778,248.7877778,258.75,260.53,252.9,251.4377778,243.1877778,250.6877778,,,,,,,,,,,,,,,273.29,283.9777778,293.9977778,L7
2013-02-05 22:08:01+00:00,392.3571429,375.3771429,361.17,353.66,342.12,349.74,347.39,363.13,362.6571429,347.2371429,334.5271429,320.21,307.99,308.77,312.4871429,310.9271429,307.16,306.51,304.6971429,305.7671429,294.77,297.0171429,300.33,299.3466667,286.7371429,280.1471429,273.87,276.41,279.54,273.44,263.04,249.15,240.68,237.2971429,246.03,236.53,238.5066667,238.27,237.78,236.53,240.5866667,236.09,227.4,232.8966667,233.43,232.9771429,240.1066667,234.8566667,223.42,208.94,222.72,223.26,227.9866667,223.2866667,223.8866667,228.5766667,233.9166667,236.0166667,237.62,239.0466667,238.5066667,238.4666667,237.17,234.5966667,232.0466667,227.9666667,248.44,250.02,254.54,252.2366667,246.0766667,245.5566667,249.7666667,257.3266667,259.1566667,258.0866667,257.3066667,256.85,259.8766667,265.9366667,265.1366667,252.0466667,275.77,275.2409091,276.7,275.9909091,280.11,288.3766667,292.1666667,L7
2013-04-10 22:07:50+00:00,409.3328571,407.8428571,407.9466667,400.98,398.63,380.5966667,387.88,375.7966667,371.9428571,369.9628571,357.9528571,354.9966667,359.7766667,344.9266667,343.3828571,335.2628571,338.0566667,336.3866667,326.0628571,323.3828571,322.4866667,321.1228571,312.88,308.9544444,306.6528571,301.8728571,291.95,291.44,287.56,283.4,285.25,278.38,269.49,271.8928571,264.91,252.66,246.8744444,253.78,254.72,256.03,250.8444444,249.43,248.96,249.1244444,252.79,254.6628571,245.8044444,245.3444444,247.11,243.14,239.84,231.44,251.2044444,242.4844444,243.2344444,247.6044444,250.0644444,253.5444444,251.02,258.0444444,259.4044444,256.4344444,251.29,252.6744444,253.5044444,256.5244444,267.67,257.36,279.17,277.2344444,273.6344444,268.2344444,268.9844444,268.2744444,273.9944444,275.8844444,276.6244444,274.41,285.1144444,286.3744444,279.9144444,278.4944444,282.02,286.1890909,295.86,300.2190909,304.35,302.7344444,296.7744444,L7
2013-05-12 22:07:41+00:00,410.9385714,409.5885714,408.3866667,406.32,397.01,370.9666667,366.51,362.2466667,356.8185714,353.3185714,341.0585714,345.5466667,333.3566667,339.2266667,333.5485714,329.5685714,330.8766667,323.2366667,313.7385714,312.8285714,306.8466667,297.8885714,293.12,286.8077778,289.8285714,284.8485714,280.02,279.98,274.08,293.5,282.04,277.01,269.63,268.1285714,258.67,255.87,243.9477778,239.74,246.7,249.15,244.2377778,242.59,242.23,231.9877778,245.66,244.2785714,243.1877778,243.9577778,241.75,242.02,241.39,235.26,231.0477778,232.9977778,236.1977778,238.5777778,236.9877778,242.1477778,244.44,235.7077778,260.0077778,250.8577778,243.46,244.5177778,245.3177778,246.6177778,253.13,256.52,252.08,254.1977778,250.6177778,252.3477778,254.0477778,256.3877778,266.8677778,267.2177778,277.5377778,273.28,278.9077778,274.0377778,274.5177778,277.7177778,284.03,286.5118182,288.76,289.8418182,289.48,291.6777778,290.6877778,L7
2013-05-20 22:13:50+00:00,398.9871429,392.9171429,389.92,387.28,386.2,389.2,368.09,353.25,347.7271429,340.8871429,339.6671429,336.98,337.72,324.91,320.0271429,315.2971429,310.31,322.66,321.4771429,311.2971429,306.89,307.6371429,309.22,308.2066667,290.9671429,283.6371429,277.12,276.76,279.88,285.71,278.17,276.59,270.65,260.5671429,253.67,240.89,232.7066667,232.41,237.15,244.9,246.3266667,242.66,239.24,234.9066667,232.02,232.1171429,232.8666667,236.5566667,233.26,231.14,226.3,222.85,220.0166667,224.1866667,227.8666667,232.9166667,236.2866667,238.7566667,245.5,246.4966667,242.1866667,236.6466667,235.24,235.9866667,234.3866667,243.3766667,242.64,247.8,248.31,244.6866667,242.6766667,245.8066667,251.7666667,261.6366667,263.9666667,265.3866667,266.9566667,269.5,266.5666667,262.7666667,265.6066667,268.8366667,275.41,278.2109091,283.41,,,,,L8
2013-06-05 22:13:51+00:00,,,,,,,,,,,,,,,,315.9671429,314.7433333,308.3133333,310.8171429,,,,,,,,,,264.77,268.6,268.19,259.66,254.08,248.3871429,243.9,234.21,233.6788889,228.6,233.72,235.23,230.0288889,224.62,227.75,224.2488889,226.98,228.6171429,226.4788889,225.3088889,226.6,223.67,220.52,221.02,224.8788889,223.6888889,219.5288889,224.2388889,227.3488889,232.7188889,233.84,232.6588889,233.0988889,236.8588889,234.92,240.7588889,238.1288889,233.1888889,236.34,240.24,241.92,246.6888889,249.9288889,254.7988889,261.0488889,262.1788889,263.2688889,260.5888889,253.7088889,255.48,266.5988889,261.3888889,258.4088889,263.7888889,269.53,275.5463636,280.47,285.7763636,288.64,290.0788889,283.7288889,L8
2013-09-01 22:07:18+00:00,403.1342857,399.2842857,400.9466667,393.01,381.08,374.3466667,372.82,367.8466667,366.3242857,362.5942857,354.6442857,345.6666667,338.6866667,334.5366667,332.6042857,325.2942857,320.1566667,321.4566667,317.3842857,313.1842857,310.9566667,307.3942857,301.02,291.6877778,290.8642857,282.0142857,281.44,281.44,278.02,270.67,265.55,257.47,266.61,260.9042857,262.04,258.15,256.2177778,254.09,249.89,245.63,245.3477778,239,230.79,228.0777778,234.35,239.2442857,238.6077778,238.2177778,240,236.4,235.82,238.27,236.4377778,234.9377778,231.7877778,232.0477778,236.3077778,236.1477778,239.48,243.7977778,244.5877778,241.8777778,231.15,242.2677778,244.7777778,245.0977778,246.35,245.08,242.89,246.3677778,253.0577778,256.6177778,259.5977778,254.4477778,254.6677778,253.4077778,262.3077778,268.99,266.6177778,267.3377778,270.2277778,268.5477778,266.48,269.4281818,272.74,280.5681818,284.44,286.6277778,288.4377778,L7
2013-10-03 22:07:40+00:00,371.8771429,368.2371429,370.51,363.4,347.47,326.85,328.89,332.71,328.2371429,330.2171429,323.7071429,315.08,314.74,313.99,309.9871429,302.6871429,301.55,304.58,298.4971429,293.5171429,290.03,274.4471429,258.05,249.7033333,257.7671429,258.0571429,257.58,255.19,256.52,258,253.6,236.71,242.06,235.7271429,230.89,230.87,227.7833333,225.24,225.96,229.13,225.6333333,220.74,207.46,208.7233333,215.2,222.6171429,220.7433333,212.9733333,218.25,213.21,213.83,216.44,211.1133333,213.2433333,206.9433333,207.7833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
