dates,nzd0018-0000,nzd0018-0001,nzd0018-0002,nzd0018-0003,nzd0018-0004,nzd0018-0005,nzd0018-0006,nzd0018-0007,nzd0018-0008,nzd0018-0009,nzd0018-0010,nzd0018-0011,nzd0018-0012,nzd0018-0013,nzd0018-0014,nzd0018-0015,nzd0018-0016,nzd0018-0017,nzd0018-0018,nzd0018-0019,nzd0018-0020,nzd0018-0021,nzd0018-0022,nzd0018-0023,nzd0018-0024,satname
2023-10-22 22:17:50+00:00,400.8645455,397.7645455,395.0033333,394.7133333,395.98,384.67,382.95,368.35,366.9833333,366.57,372.3645455,372.5345455,378.81,374.4233333,371.89,381.15,379.9445455,371.74,370.67,376.63,368.85,350.6344444,365.6544444,375.4744444,385.76,L9
2023-11-15 22:17:47+00:00,389.2581818,379.3581818,374.21,364.49,351.47,350.32,337.51,351.17,362.38,361.94,356.1981818,371.1781818,373.96,366.88,377.3,379.42,371.8881818,370.45,374.98,380.77,370.58,343.6233333,359.3933333,372.8033333,380.09,L8
2024-01-10 22:17:52+00:00,388.5954545,381.7654545,383.6933333,376.6033333,382.37,371.47,369.05,362.31,362.8333333,368.27,365.7354545,376.8354545,376.7,379.3133333,378.75,377.74,376.4054545,376.1,372.62,378.49,370.03,350.9411111,360.2311111,378.5411111,389.25,L9
2024-02-11 22:17:53+00:00,394.7436364,386.0436364,380.7166667,369.9366667,362.61,359.88,347.93,356.1,367.9166667,370.82,367.3436364,390.2536364,381.76,379.9866667,393.99,384.81,380.6836364,382.77,387.98,394.87,376.04,348.6388889,386.4888889,392.7488889,392.33,L9
2024-02-19 22:17:39+00:00,397.3554545,393.7554545,396.6866667,391.6666667,397.41,389.68,383,379.75,381.2166667,369.67,383.1354545,397.2654545,391.41,390.3766667,391.69,393.85,386.1654545,386.99,386.35,390.15,387.44,380.9688889,391.6988889,394.9888889,402.55,L8
2024-03-30 22:17:36+00:00,414.8172727,410.4272727,411.9533333,410.4433333,426.68,415.23,422.47,404.9,411.2433333,415.18,407.1272727,419.7472727,416.33,420.6333333,423.19,415.57,404.8172727,407.61,416.08,426.55,420.43,423.3411111,435.6111111,439.2611111,438.89,L9
2024-04-23 22:17:03+00:00,398.3418182,392.7818182,385.4433333,388.4033333,392.9,386.46,389.12,381.68,386.5333333,380.19,391.3218182,401.4718182,394.88,397.6433333,403.15,403.02,397.8618182,393.49,399.32,403.22,395.6,397.8211111,398.3811111,405.5611111,394.96,L8
2024-05-09 22:16:51+00:00,388.7590909,381.4390909,371.6633333,365.9733333,361.42,351.46,353.23,355.75,372.0133333,363.53,370.3190909,388.0890909,387.36,381.3633333,391.55,383.55,383.4990909,378.53,391.9,393.06,392.2,366.2777778,386.9477778,389.0577778,375.87,L8
2024-05-17 22:17:03+00:00,386.4263636,379.9963636,379.31,374.67,379.77,376.75,375.09,372.94,376.6,370.4,377.2563636,391.7863636,392.08,395.63,393.25,394.44,387.9063636,390.08,385.03,386.09,387.01,382.7133333,385.1133333,389.6933333,380.52,L9
2024-06-02 22:16:57+00:00,389.7281818,383.8881818,387.9166667,390.6766667,384.61,388.22,383.23,378.27,378.6866667,378.86,377.4381818,394.2081818,388.45,395.8066667,396.55,403.76,397.0781818,387.72,392.72,388.11,389.92,386.4122222,403.1722222,411.6422222,391.76,L9
2024-06-26 22:16:52+00:00,,,,,,,,,,,,,403.67,403.6633333,411.02,,,,,,,,,,,L8
2024-07-12 22:17:00+00:00,391.12,388.52,378.3033333,383.6233333,392.61,384.75,394.87,385.3,386.9433333,382.86,390.39,402.78,402.01,400.1233333,404.61,406.38,394.86,398.03,399.75,401.41,400.88,390.6144444,403.5744444,405.7244444,403.26,L8
2024-08-13 22:17:14+00:00,389.6227273,377.5727273,374.9633333,377.6233333,380.91,380.11,381.03,372.82,379.9033333,369.64,383.3727273,396.3027273,392.15,395.4333333,399.05,402.6,401.4727273,395.71,395.51,395.59,389.13,391.5277778,402.4877778,407.9177778,402.05,L8
2024-08-21 22:17:19+00:00,395.6,391.38,377.3666667,386.6866667,406.93,386.46,397.55,367.87,383.7466667,387.77,399.33,395.25,396.61,393.8866667,401.58,405.28,403.26,401.45,412.02,405.52,403.14,394.5955556,404.4955556,414.6155556,406.94,L9
